title;tags;contentWarn;watched;watching;rating
Upotte!! OVA;['Ecchi', 'Shounen', 'Slice of Life', 'Anthropomorphic', 'The Great Outdoors', 'Based on a Manga'];[];1305;15;2.91
Alps Stories: My Annette;;;;;
96Neko & Kurousa-P: Gegen no Tsuki;['Fantasy', 'Animal Characteristics'];[];40;1;2.909
matryoshka: Monotonous Purgatory;[];[];163;2;2.909
Usogui;['Seinen', 'Gambling', 'High Stakes Games', 'Based on a Manga'];[];28;7;2.909
Atelier Escha & Logy: Alchemists of the Dusk Sky;['Adventure', 'Fantasy', 'Based on a Video Game'];[];2413;416;2.909
Naruto Spin-Off: Rock Lee & His Ninja Pals;['Comedy', 'Shounen', 'Chibi', 'Ninja', 'Parody', 'Based on a Manga'];[];4852;1434;2.909
Transformers: The Headmasters;;;;;
Kuiba Movie 2: Dazhan Yuan Yang Jie;['Action', 'Adventure', 'Fantasy', 'Chinese Animation', 'Family Friendly'];[];20;1;2.908
Cyborg 009: Legend of the Super Galaxy;['Action', 'Sci Fi', 'Shounen', 'Cyborgs', 'Superheroes', 'Based on a Manga'];[];410;13;2.908
Shin Kyojin no Hoshi II;['Sports', 'Baseball', 'Based on a Manga'];[];19;1;2.908
Lostorage Conflated WIXOSS: Missing Link;['Sci Fi'];[];129;8;2.907
X-Men;['Action', 'Marvel Comics', 'Psychic Powers', 'Superheroes', 'Superpowers', 'Based on a Comic Book'];[];3204;293;2.907
Yaoguai Mingdan;['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Romance', 'Chinese Animation', 'Contemporary Fantasy', 'Magic', 'Monsters', 'School Life', 'Short Episodes', 'Urban Fantasy', 'Based on a Manga'];[];394;110;2.907
kemu: Jinsei Reset Button;['Vocaloid'];[];56;1;2.907
Push;;;;;
Busou Shinki OVA;['Sci Fi', 'Androids', 'Non-Human Protagonists', 'Robots'];[];498;7;2.906
What's Michael? (1985);['Comedy', 'Seinen', 'Slice of Life', 'Animal Protagonists', 'Cats', 'Non-Human Protagonists', 'Pets', 'Based on a Manga'];[];27;1;2.906
Astro Boy: Volume of the Blue Knight;['Action', 'Sci Fi', 'Shounen', 'Androids', 'Non-Human Protagonists', 'Robots', 'Based on a Manga'];[];43;2;2.906
Happiness!;;;;;
Panzer World Galient;;;;;
Candidate for Goddess;['Mecha', 'Sci Fi', 'Aliens', 'Outer Space', 'Based on a Manga'];[];5606;193;2.905
Lord of Lords Ryu Knight;['Action', 'Adventure', 'Fantasy', 'Mecha', 'Based on a Manga'];[];151;18;2.905
Lu Shidai 2nd Season;['Action', 'Chinese Animation', 'Parody', 'Based on a Video Game'];[];41;8;2.905
Fist of the Blue Sky Specials;['Action', 'Martial Arts'];[];216;8;2.905
Digimon Savers: Tokuten Eizou;['Fantasy', 'Monsters', 'Recap'];[];1135;14;2.904
A Sister's All You Need Specials;['Comedy', 'Chibi'];[];187;17;2.899
Bonobono Movie 1;['Comedy', 'Animal Protagonists', 'Non-Human Protagonists', 'Based on a 4-Koma Manga', 'Based on a Manga'];[];26;1;2.904
Street Fighter Alpha: Generations;['Action', 'Hand to Hand Combat', 'Martial Arts', 'Supernatural', 'Based on a Video Game'];[];2546;19;2.904
Dragon Ball Z Movie 11: Bio-Broly;;;;;
Inazma Delivery: Dougyousha Attack-hen;['Action', 'Comedy', 'Sci Fi', 'Animal Protagonists', 'Anthropomorphic', 'Non-Human Protagonists', 'Short Episodes', 'CG Animation'];[];23;2;2.904
Beyond the Boundary: Idol Trial!;['Comedy', 'Chibi', 'Short Episodes'];[];2344;110;2.903
King of Prism: Shiny Seven Stars II - Kakeru x George x Minato;['Idols', 'Music', 'Showbiz'];[];32;3;2.903
HoneyWorks: Yakimochi no Kotae;['Romance', 'School Life', 'Vocaloid'];[];219;3;2.903
Other Worlds;['Romance', 'Black and White', 'Family Friendly', 'Shorts'];[];1754;9;2.903
Asari-chan: Ai no Marchen Shoujo;['Adventure', 'Comedy', 'Shoujo', 'Based on a Manga'];[];24;0;2.903
Hijikata Toshizou Shiro no Kiseki;['19th Century', 'Feudal Japan', 'Historical', 'Samurai', 'Swordplay'];[];354;15;2.902
RoboMasters The Animated Series;['Action', 'Proxy Battles', 'Robots', 'Tournaments'];[];213;65;2.902
First Love Monster OVA;['Comedy', 'Romance', 'Shoujo', 'Age Gap', 'Boarding House', 'Fetish', 'Neighbors', 'Based on a Manga'];[];370;25;2.902
Batman Ninja;['Action', 'Sci Fi', 'Feudal Japan', 'Ninja', 'Samurai', 'Superheroes', 'Time Travel', 'Based on a Comic Book', 'CG Animation'];[];1966;35;2.901
White Album;['Drama', 'Romance', 'Idols', 'Based on an Eroge', 'Based on a Visual Novel'];[];4148;534;2.901
La Storia Della Arcana Famiglia;['Action', 'Comedy', 'Drama', 'Gangs', 'Mafia', 'Superpowers', 'Based on an Otome Game', 'Based on a Visual Novel'];[];10304;1122;2.902
A Centaur's Life;;;;;
Kiko-chan Smile;['Comedy'];[];12;1;2.901
Street Fighter IV: The Ties That Bind;;;;;
until You come to me.;"['Mecha', 'Sci Fi', '""Japan Animators Exhibition""', 'Post-apocalyptic', 'Shorts']";[];995;54;2.898
Beyond the Train Tracks;['Abstract', 'Shorts'];[];82;3;2.9
Meiken Lassie;['Adventure', 'Countryside', 'Dogs', 'Pets', 'World Masterpiece Theater', 'Based on a Novel'];[];63;5;2.9
The Dagger of Kamui;['Action', 'Adventure', 'Ninja', 'Revenge'];['Violence'];405;8;2.9
Yurumates;;;;;
Pop in Q;['Drama', 'Fantasy', 'Coming of Age', 'Dancing', 'Magic', 'Original Work'];[];133;12;2.9
Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen;['Adventure', 'Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Family Friendly', 'Non-Human Protagonists', 'Based on a Picture Book'];[];109;3;2.899
Pinocchio-P: All I Need Are Things I like;['Vocaloid'];[];50;0;2.899
Hana Kappa;['Fantasy', 'Family Friendly', 'Japanese Mythology', 'Short Episodes', 'Youkai'];[];;41;2.899
Ys;['Action', 'Adventure', 'Fantasy', 'Demons', 'Island', 'Medieval', 'Swordplay', 'Based on a Video Game'];[];0;0;2.899
Lupin III 3DCG;['Action', 'Criminals', 'Thieves', 'Based on a Manga', 'CG Animation'];[];115;7;2.899
Yamishibai: Japanese Ghost Stories 5th Season;['Horror', 'Episodic', 'Short Episodes', 'Supernatural', 'Urban Legend', 'Original Work'];[];812;80;2.898
Akuma Tou no Prince: Mitsume ga Tooru;['Adventure', 'Comedy', 'Demons', 'Supernatural'];[];24;1;2.898
Sister Princess;['Comedy', 'Drama', 'Harem', 'Slice of Life', 'Island', 'Lifestyle Change', 'Based on a Light Novel'];[];2878;314;2.898
The Legend of the Legendary Heroes: Iris Report;['Action', 'Adventure', 'Fantasy', 'Magic', 'Political', 'Recap', 'War', 'Based on a Light Novel'];['Violence'];2360;26;2.898
The Brave Command Dagwon;['Action', 'Mecha', 'Sci Fi', 'Combining Mecha', 'Super Robot', 'Original Work'];[];165;11;2.861
GR -Giant Robo- Pilot;['Action', 'Mecha', 'Sci Fi', 'Shounen', 'Super Robot'];[];31;0;2.897
Concrete Revolutio;['Action', 'Superheroes', 'Supernatural', 'Superpowers', 'Original Work'];[];1644;414;2.897
GeGeGe no Kitarou: Kitarou no Yuurei Densha;['Japanese Mythology', 'Shorts', 'Supernatural', 'Youkai'];[];39;4;2.897
Super Radical Gag Family;;;;;
Zhong Hua Xiao Zi;['17th Century', 'Ancient China', 'Chinese Animation', 'Historical', 'Martial Arts'];[];24;3;2.897
Tokimeki Restaurant: Miracle6 Movie;['Food and Beverage', 'Restaurants', 'Based on a Mobile Game'];[];27;6;2.896
Comical Psychosomatic Medicine;['Comedy', 'Seinen', 'Educational', 'Medical', 'Nurses', 'Short Episodes', 'Based on a Manga'];[];1496;360;2.896
Starship Girl Yamamoto Yohko;;;;;
Burn Up! W;['Action', 'Ecchi', 'Panty Shots', 'Police'];['Violence'];2444;35;2.896
Fate/Kaleid Liner Prisma Illya Movie: Sekka no Chikai Special;['Comedy', 'Fantasy', 'Breaking the Fourth Wall', 'Gag', 'Shorts', 'Based on a Manga'];[];342;14;2.913
Green Green;['Comedy', 'Ecchi', 'Romance', 'Boarding School', 'Newly Co-ed School', 'School Life', 'Based on an Eroge', 'Based on a Visual Novel'];[];19115;518;2.896
Shinkansen Henkei Robo Shinkalion The Animation;['Action', 'Mecha', 'Sci Fi', 'Shounen', 'Family Friendly', 'Trains'];[];26;63;2.895
Beyblade: Metal Fury;['Action', 'Adventure', 'Sci Fi', 'Shounen', 'Family Friendly', 'Monsters', 'Proxy Battles', 'Based on a Manga'];[];2623;127;2.895
Tales of Eternia;['Action', 'Fantasy', 'Island', 'Based on a Video Game'];[];2684;143;2.895
Attacker You!;['Romance', 'Shoujo', 'Sports', 'School Life', 'Volleyball', 'Based on a Manga'];[];662;31;2.895
Hello! Sandybell;['Adventure'];[];328;8;2.895
Resident Evil 4: Incubate;['Action', 'Horror', 'Sci Fi', 'Europe', 'Zombies', 'Based on a Video Game', 'CG Animation'];[];528;11;2.903
Captain Future: Kareinaru Taiyokei Race;['Adventure', 'Sci Fi', 'Outer Space', 'Recap'];[];120;4;2.894
All Purpose Cultural Cat Girl Nuku Nuku Dash!;;;;;
Pokemon: Pikachu's Winter Vacation;['Fantasy', 'Christmas', 'Family Friendly', 'Monsters', 'Based on a Video Game'];[];3036;16;2.894
All Purpose Cultural Cat Nuku Nuku Special 1;['Action', 'Comedy', 'Sci Fi', 'Seinen', 'Androids', 'Non-Human Protagonists', 'Robots', 'Based on a Manga'];[];537;3;2.894
Please Save My Earth: The Passing of the Golden Age;['Drama', 'Sci Fi', 'Shoujo', 'Age Gap', 'Aliens', 'Amnesia', 'Fated Lovers', 'Mind Games', 'Non-Human Protagonists', 'Psychic Powers', 'Reincarnation', 'Revenge', 'Superpowers', 'Based on a Manga'];['Bullying', 'Emotional Abuse'];81;6;2.894
Suddenly Princess;['Adventure', 'Comedy', 'Fantasy', 'Gag', 'Magic', 'Medieval', 'Non-Human Protagonists', 'Royalty', 'Based on a Manga'];[];281;13;2.893
Angel Tales 2;;;;;
Zettai Karen Children - Chou Sakidori Special;['Shounen', 'Recap', 'Superpowers', 'Based on a Manga'];[];102;5;2.893
Shin Hakkenden;['Action', 'Sci Fi', 'Superpowers', 'Based on a Novel'];[];137;11;2.893
Penelope Tete en Lair;['Slice of Life', 'Animal Protagonists', 'Anthropomorphic', 'Family Friendly', 'Koalas', 'Non-Human Protagonists', 'Short Episodes'];[];46;4;2.893
Black Magic M-66;['Action', 'Sci Fi', 'Shounen', 'Androids', 'Robots', 'Based on a Manga'];[];1997;17;2.892
Horus: Prince of the Sun;['Adventure', 'Fantasy', 'Magic', 'Original Work'];[];1065;17;2.892
Chihayafuru 3: So I wish for a memory;['Drama', 'Romance', 'Sports', 'Love Triangle', 'Recap', 'School Club', 'Tournaments', 'Based on a Manga'];[];196;7;2.887
Hidamari Sketch: Chou Hidamatsuri Special;['Comedy', 'Seinen', 'Slice of Life', 'Art', 'Art School', 'Breaking the Fourth Wall', 'Promotional', 'Shorts', 'Based on a 4-Koma Manga', 'Based on a Manga'];[];266;3;2.892
My Last Day;['Christianity', 'Historical', 'Religion', 'Shorts', 'Based on a Religious Text'];['Explicit Violence', 'Mature Themes', 'Physical Abuse'];304;1;2.911
Azuki-chan;['Comedy', 'Romance', 'Slice of Life', 'School Life', 'Original Work'];[];394;19;2.891
Youkai Watch;['Comedy', 'Episodic', 'Family Friendly', 'Japanese Mythology', 'Monster-of-the-week', 'Supernatural', 'Youkai', 'Based on a Video Game'];[];214;406;2.89
Ninjaman Ippei;['Comedy', 'Shounen', 'Ninja', 'School Life', 'Based on a Manga'];[];15;0;2.891
KurageP: Bless Your Breath;['Vocaloid'];[];19;0;2.891
The Marshmallow Times;['Comedy', 'Based on a Manga'];[];17;3;2.89
Choco to Watashi;['Minna no Uta'];[];22;0;2.89
AD Police Files;['Action', 'Sci Fi', 'Androids', 'Cyberpunk', 'Cyborgs', 'Episodic', 'Police', 'Power Suits', 'Robots', 'Original Work'];['Violence'];2309;45;2.891
Persona 5 The Animation Recap;['Recap'];[];161;11;2.89
Symphogear XV Specials;['Comedy', 'Slice of Life', 'Chibi'];[];;18;2.89
Miyakawa-ke no Kuufuku;['Comedy', 'Shounen', 'Slice of Life', 'Chibi', 'Food and Beverage', 'School Life', 'Short Episodes', 'Siblings', 'Based on a 4-Koma Manga', 'Based on a Manga'];[];1273;55;2.89
Kemono to Chat;['Comedy', 'Cats', 'Pets', 'Based on a 4-Koma Manga', 'Based on a Manga', 'CG Animation', 'Flash Animation'];[];197;5;2.89
Monsuno: Combat Chaos;['Action', 'Adventure', 'Fantasy', 'Monsters', 'Original Work'];[];142;28;2.889
Penguin Musume Heart;['Comedy', 'Ecchi', 'Otaku Culture', 'Panty Shots'];[];1681;310;2.889
Hitoshizuku-P x Yama△: Twilight ∞ nighT;['Vocaloid'];[];61;1;2.889
To Heart 2: Dungeon Travelers;['Fantasy', 'Harem', 'RPG', 'Based on a Video Game'];[];302;36;2.889
Norn9;['Adventure', 'Drama', 'Mystery', 'Romance', 'Sci Fi', 'Supernatural', 'Superpowers', 'Based on an Otome Game', 'Based on a Visual Novel'];[];2781;699;2.887
Beyond Creation;['Fantasy', 'Magic', 'Shorts', 'CG Animation', 'Original Work'];[];43;1;2.888
Hayou no Ken: Shikkoku no Mashou;['Fantasy'];[];34;0;2.888
Geobreeders 2;['Action', 'Based on a Manga'];[];352;9;2.888
Tokyo Ravens Specials;['Comedy', 'Chibi', 'Promotional', 'Short Episodes', 'Supernatural', 'Based on a Light Novel'];[];482;15;2.888
Assassins Pride;['Action', 'Drama', 'Fantasy', 'Romance', 'Seinen', 'Assassins', 'Magic', 'Nobility', 'Secret Identity', 'Student-Teacher Relationship', 'Tutors', 'Based on a Light Novel'];['Violence'];4487;2288;2.891
Toradora SOS!;['Comedy', 'Shounen', 'Chibi', 'Food and Beverage', 'Based on a Light Novel'];[];9805;199;2.887
KakoPad: Nagaoka Hanabi Monogatari;['Sci Fi', 'Educational', 'Historical', 'Time Travel'];[];16;0;2.887
.hack//Quantum: Go, Our Chim Chims!!;[];[];846;21;2.886
Lament of the Lamb;['Drama', 'Seinen', 'Curse', 'Melancholy', 'Siblings', 'Vampires', 'Based on a Manga'];[];2361;100;2.886
Digimon Universe: Appli Monsters;['Action', 'Sci Fi', 'Shounen', 'Monsters', 'Based on a Video Game'];[];246;131;2.886
Fake;['BL', 'Mystery', 'Shounen-ai', 'Yaoi', 'Adult Couples', 'Detectives', 'England', 'Europe', 'Mature Romance', 'Based on a Manga'];[];4525;73;2.886
Saint Beast: Ikusen no Hiru to Yoru Hen;['Fantasy', 'Angels', 'Non-Human Protagonists'];[];583;25;2.885
Bakuto Sengen Daigander;['Action', 'Mecha', 'Sci Fi', 'Proxy Battles', 'Tournaments', 'Original Work'];[];316;9;2.885
Infinity Nado 2;['Shounen', 'Chinese Animation', 'Proxy Battles', 'Tournaments'];[];16;7;2.885
Sora no Manimani Specials;['Comedy', 'Seinen', 'Slice of Life', 'Based on a Manga'];[];684;16;2.885
Kurousa-P: Cantarella;['Vocaloid'];[];39;1;2.884
The Dog of Flanders: My Patrasche;['Drama', '19th Century', 'Countryside', 'Dogs', 'Europe', 'Historical', 'Orphans', 'Pets', 'Poverty', 'Based on a Novel'];[];206;6;2.884
Sore Ike! Zukkoke Sannin-gumi;['Comedy', 'Family Friendly'];[];33;4;2.884
UFO Robo Grendizer vs Great Mazinger;;;;;
Fafner: Arcadian Memory;['Action', 'Mecha', 'Sci Fi', 'Aliens', 'Post-apocalyptic', 'Psychological', 'Recap', 'Original Work'];[];354;14;2.884
Tantei Opera Milky Holmes: Alternative;['Comedy', 'Mystery', 'Detectives'];[];403;20;2.884
Just 4U: Daitan Futeki ni Koi Shitai;['Dancing', 'Idols'];[];51;0;2.883
Pokemon: Pichu Bros. in Party Panic;['Fantasy', 'Animal Protagonists', 'Family Friendly', 'Monsters', 'Non-Human Protagonists', 'Based on a Video Game'];[];2421;14;2.883
Cyborg 009 (1966);['Action', 'Sci Fi', 'Shounen', 'Cyborgs', 'Based on a Manga'];[];400;8;2.876
Pokemon: Diancie, Princess of the Diamond Domain;['Fantasy', 'Shounen', 'Elemental Powers', 'Family Friendly', 'Monsters', 'Shorts', 'Based on a Video Game'];[];1475;18;2.885
Tokyo 7th Sisters: Start Line / Stay Gold;['Idols'];[];31;0;2.883
Gag Manga Biyori Jump Festa OVA;['Comedy', 'Shounen', 'Crude', 'Demons', 'Gag', 'Idols', 'Shorts', 'Based on a Manga'];[];149;3;2.882
Genji Monogatari Sennenki;;;;;
Getter Robo Go;['Mecha', 'Sci Fi', 'Combining Mecha', 'Super Robot'];[];102;6;2.882
Candidate for Goddess OVA;['Sci Fi', 'Outer Space', 'Based on a Manga'];[];2553;25;2.882
Pokemon: Pikachu's Big Mysterious Adventure;['Fantasy', 'Animal Protagonists', 'Family Friendly', 'Monsters', 'Non-Human Protagonists', 'Based on a Video Game'];[];2330;15;2.882
King of Prism: Shiny Seven Stars III - Leo x Yuu x Alexander;['Idols', 'Music', 'Showbiz'];[];41;5;2.881
Beyblade: Burst;['Action', 'Shounen', 'Proxy Battles'];[];577;187;2.881
livetune: Redial;['Vocaloid'];[];395;3;2.874
Wan Wan Chuushingura;['Animal Protagonists', 'Dogs', 'Non-Human Protagonists', 'Revenge'];[];55;3;2.881
Transformers: Victory;['Action', 'Mecha', 'Sci Fi', 'Combining Mecha', 'Non-Human Protagonists', 'Robots', 'Sentient Mecha', 'Super Robot', 'Transforming Mecha', 'War'];[];506;10;2.88
Chousoku Spinner;['Shounen', 'Sports', 'Tournaments', 'Based on a Manga'];[];113;11;2.88
True Tears Specials;['Comedy', 'Based on a Visual Novel'];[];1496;17;2.88
Grrl Power!;['Comedy', 'Family Friendly', 'Original Work'];[];445;9;2.88
Loveless Specials;['BL', 'Comedy', 'Fantasy', 'Shoujo', 'Shounen-ai', 'Animal Characteristics', 'Contemporary Fantasy', 'Non-Human Protagonists', 'Based on a Manga'];[];2216;38;2.873
Fate/Kaleid Liner Prisma Illya 3rei!! Special;['Fantasy', 'Magical Girl', 'Contemporary Fantasy', 'Henshin Heroes', 'Magic', 'Urban Fantasy', 'Based on a Manga'];[];596;53;2.886
Collection of Key Animation Films;"['Mecha', 'Sci Fi', '""Japan Animators Exhibition""', 'Shorts']";[];469;43;2.879
Minori Scramble!;['Comedy', 'Seinen', 'Androids', 'Non-Human Protagonists', 'Robots', 'Based on a Manga'];[];287;8;2.879
Monster Strike: The Fading Cosmos;['Action', 'Fantasy', 'Monsters', 'Short Episodes', 'Based on a Mobile Game'];[];155;34;2.879
Doraemon: It's Autumn!;['Adventure', 'Comedy', 'Shounen', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Robots'];[];40;2;2.879
The Ambition of Oda Nobuna Recap;['Action', 'Feudal Japan', 'Historical', 'Person in a Strange World', 'Rebellions', 'Recap', 'Time Travel', 'War', 'Based on a Light Novel'];[];468;10;2.878
Nobunaga the Fool;['Action', 'Mecha', 'Sci Fi', 'Conspiracy', 'Historical', 'Original Work'];[];3019;965;2.877
A Day Before Us: Merry Christmas!;['Christmas', 'Korean Animation', 'Shorts', 'Original Work'];[];172;5;2.878
rerulili: Fashion Kiru;['Vocaloid'];[];26;0;2.878
Tekkaman Blade II;['Mecha', 'Sci Fi', 'Original Work'];[];540;14;2.878
Okamikakushi: Masque of the Wolf;['Horror', 'Mystery', 'Lifestyle Change', 'Psychological', 'Supernatural', 'Thriller', 'Based on a Visual Novel'];['Violence'];5857;625;2.878
12-Sai.;['Romance', 'Shoujo', 'School Life', 'Based on a Manga'];[];634;255;2.879
Warau Salesman Episode 0;['Comedy', 'Mysterious Shop', 'Supernatural', 'Based on a Manga'];[];48;2;2.877
Last Note: Houkago Stride;['Vocaloid'];[];68;0;2.877
My Wife Is the Student Council President! OVA: Okusama Gekijou;['Comedy', 'Shounen', 'Chibi', 'Picture Drama', 'Based on a Manga'];[];296;21;2.869
Granbelm;['Action', 'Mecha', 'Sci Fi', 'Animeism', 'Original Work'];[];603;266;2.877
Nyani ga Nyandaa Nyandaa Kamen;['Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Based on a Picture Book'];[];40;4;2.877
Doraemon: Boku no Umareta Hi;['Sci Fi', 'Shounen', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Robots', 'Based on a Manga'];[];402;6;2.876
Robotan;['Comedy', 'Sci Fi', 'Family Friendly', 'Non-Human Protagonists', 'Robots', 'Based on a Manga'];[];21;1;2.876
Yatterman Night;['Action', 'Adventure', 'Comedy', 'Drama', 'Ecchi', 'Sci Fi', 'Robots'];[];1036;226;2.876
rerulili: Rekishi no Jinbutsu Oboema SHOW!;['Vocaloid'];[];21;0;2.875
Geobreeders;;;;;
Sword Art Online: Sword Art Offline;['Comedy', 'Chibi'];[];8827;1223;2.876
Last Note: One Step Layered;['Vocaloid'];[];20;0;2.875
The Ideon: A Contact;['Mecha', 'Sci Fi', 'Outer Space', 'Original Work'];[];267;6;2.875
Goku II: Midnight Eye;['Action', 'Sci Fi', 'Seinen', 'Based on a Manga'];['Nudity', 'Sexual Content', 'Violence'];584;6;2.875
Wicked City;['Horror', 'Mystery', 'Romance', 'Sci Fi', 'Adult Couples', 'Demons', 'Noir', 'Overpowered Main Characters', 'Based on a Light Novel'];['Explicit Sex', 'Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse'];3680;52;2.874
Danchigai;['Comedy', 'Seinen', 'Slice of Life', 'Short Episodes', 'Siblings', 'Based on a 4-Koma Manga', 'Based on a Manga'];[];3367;307;2.875
Ajimu: Kaigan Monogatari;;;;;
Magical Fairy Persia;['Magical Girl', 'Henshin Heroes', 'Magic', 'Original Work'];[];165;24;2.874
Kagewani: Shou;['Horror', 'Monster-of-the-week', 'Monsters', 'Short Episodes', 'Supernatural', 'Original Work'];['Violence'];671;89;2.874
Yosuga no Sora;['Drama', 'Ecchi', 'Harem', 'Romance', 'Brother Complex', 'Countryside', 'Siblings', 'Based on an Eroge', 'Based on a Visual Novel'];['Explicit Sex', 'Incest', 'Mature Themes'];17133;1123;2.873
Girl's High;;;;;
Battle Spirits: Shounen Toppa Version;['Based on a Card Game'];[];219;35;2.873
The Devil Lady;;;;;
The Snack World (2015);['Action', 'Adventure', 'Fantasy', 'Shounen', 'CG Animation'];[];21;1;2.873
CHVRCHES: Out Of My Head;['Abstract'];[];47;0;2.873
rerulili: Lovely Ensemble;['Vocaloid'];[];48;0;2.872
Futari Gurashi;['Comedy', 'Ecchi', 'Romance', 'Short Episodes', 'Based on a Manga'];[];46;6;2.872
Galaxy Fraulein Yuna Returns;['Action', 'Adventure', 'Comedy', 'Sci Fi', 'Based on a Video Game'];[];399;11;2.872
Kimba the White Lion (1966);['Shounen', 'Africa', 'Animal Protagonists', 'Cats', 'Forest', 'Jungle', 'Non-Human Protagonists', 'Based on a Manga'];[];33;1;2.871
Nyoron! Churuya-san;['Comedy', 'Slice of Life', 'Chibi', 'Short Episodes'];[];3222;79;2.871
Nekota no Koto ga Ki ni Natte Shikatanai. (2015);['Shoujo', 'School Life', 'Short Episodes', 'Transfer Students', 'Based on a Manga'];[];136;7;2.87
Rizelmine;['Comedy', 'Romance', 'Sci Fi', 'Shounen', 'Panty Shots', 'School Life', 'Sudden Girlfriend Appearance', 'Based on a Manga'];[];3897;245;2.871
Ghost in the Shell: Arise - Logicoma Specials;['Comedy', 'Sci Fi', 'Chibi', 'Non-Human Protagonists', 'Robots'];[];601;24;2.871
.hack//G.U. Trilogy Parody;['Comedy', 'MMORPG', 'RPG', 'Virtual Reality'];[];1680;19;2.87
Zegapain ADP;['Action', 'Mecha', 'Romance', 'Sci Fi', 'Post-apocalyptic', 'Psychological', 'Recap', 'Virtual Reality'];[];61;8;2.87
Pretty Cure;['Action', 'Magical Girl', 'Family Friendly', 'Henshin Heroes', 'Magic', 'Monster-of-the-week', 'Original Work'];[];3057;453;2.872
One Off;['Slice of Life', 'Iyashikei', 'Motorcycles', 'Original Work'];[];700;60;2.87
Anime-Gataris;['Comedy', 'Otaku Culture', 'School Club', 'School Life', 'Original Work'];[];1582;275;2.871
Catman Series III;['Slice of Life', 'Abstract', 'Animal Protagonists', 'Anthropomorphic', 'Cats', 'Music', 'Non-Human Protagonists', 'CG Animation', 'Flash Animation'];[];182;1;2.869
Steel Angel Kurumi 2;['Comedy', 'Ecchi', 'Sci Fi', 'Slice of Life', 'Androids', 'Interspecies Relationship', 'Non-Human Protagonists', 'Robots'];[];3012;76;2.869
Licensed by Royal;['Action', 'Drama', 'Conspiracy', 'Original Work'];[];493;25;2.869
Mini Vanguard;['Comedy', 'Chibi', 'Parody', 'Short Episodes', 'Based on a Card Game', 'CG Animation', 'Flash Animation'];[];125;8;2.869
Shiritsu Araiso Koutougakkou Seitokai Shikkoubu;['School Life', 'Based on a Manga'];[];931;26;2.869
Afterglow: Tsunagu,Soramoyou;[];[];92;1;2.868
Dropkick on My Devil!;['Comedy', 'Fantasy', 'Seinen', 'Slice of Life', 'Angels', 'Breaking the Fourth Wall', 'Contemporary Fantasy', 'Dark Comedy', 'Demons', 'Gag', 'Monster Girls', 'Non-Human Protagonists', 'Roommates', 'Slapstick', 'Urban Fantasy', 'Based on a Manga'];['Violence'];1304;352;2.876
Karl to Fushigi na Tou;['Slice of Life', 'Animal Protagonists', 'Anthropomorphic', 'Family Friendly', 'Non-Human Protagonists'];[];31;6;2.868
Montana Jones;['Action', 'Adventure', 'Comedy', 'Treasure Hunters'];[];38;1;2.872
Nanana's Buried Treasure Specials;['Comedy', 'Ghosts', 'Supernatural', 'Based on a Light Novel'];[];329;67;2.868
Pokemon: The Mastermind of Mirage Pokemon;;;;;
Teekyuu 3 Specials;['Comedy', 'Shounen', 'Gag', 'School Club', 'School Life', 'Based on a Manga'];[];621;6;2.868
Fumoon;['Sci Fi', 'Environmental', 'Political', 'War'];[];78;1;2.867
Umi Monogatari;;;;;
Alice in Cyberland;['Action', 'Sci Fi', 'Hacking', 'Monsters', 'Virtual Reality', 'Based on a Video Game'];[];200;2;2.867
Love Love Campus;['BL', 'Romance', 'Shounen-ai', 'Korean Animation', 'School Life', 'Short Episodes', 'Original Work'];[];106;11;2.879
DECO*27: Light Lag;[];[];348;2;2.867
Memory;['Shorts'];[];458;3;2.867
Delinquent Hamsters;['Comedy', 'Animal Protagonists', 'Delinquents', 'Hamsters', 'Non-Human Protagonists', 'Short Episodes', 'CG Animation', 'Flash Animation'];[];17;18;2.866
The Three Musketeers: Adventure of Aramis;['Adventure', 'Based on a Novel'];[];176;2;2.866
Devil Hunter Yohko;['Action', 'Comedy', 'Ecchi', 'Demons', 'Magic', 'Monster-of-the-week', 'Swordplay', 'Original Work'];['Nudity'];2633;113;2.866
Tetsuko no Tabi;['Comedy', 'Seinen', 'Trains', 'Based on a Manga'];[];73;34;2.866
Man and Whale;['Environmental', 'Shorts', 'Original Work'];[];386;2;2.865
Lupin III: Pilot Film;['Action', 'Comedy', 'Criminals', 'Thieves', 'Based on a Manga'];[];348;8;2.889
Mu Di;['Chinese Animation', 'Shorts'];[];16;0;2.865
Doraemon: Nobita's Genesis Diary;['Adventure', 'Sci Fi', 'Shounen', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Robots', 'Time Travel', 'Based on a Manga'];[];187;2;2.865
Tobira o Akete (1986);['Fantasy', 'Isekai', 'Person in a Strange World', 'Psychic Powers', 'Rebellions'];[];134;2;2.865
