title;tags;contentWarn;watched;watching;rating
Hajime no Ippo: Champion Road;['Action', 'Drama', 'Shounen', 'Sports', 'Boxing', 'Hand to Hand Combat', 'Based on a Manga'];[];11050;104;4.457
Black Lagoon: The Second Barrage;['Action', 'Seinen', 'Gangs', 'Guns', 'Lifestyle Change', 'Mercenaries', 'Based on a Manga'];['Mature Themes', 'Nudity', 'Violence'];37793;1109;4.455
Scissor Seven 2nd Season;['Action', 'Comedy', 'Amnesia', 'Assassins', 'Birds', 'Chinese Animation'];[];176;32;4.456
Rascal Does Not Dream of Bunny Girl Senpai;['Drama', 'Romance', 'School Life', 'Senpai-Kouhai Relationship', 'Supernatural', 'Based on a Light Novel'];[];15305;2562;4.455
Kamisama Kiss 2nd Season;['Comedy', 'Fantasy', 'Romance', 'Shoujo', 'Animal Characteristics', 'Interspecies Relationship', 'Japanese Mythology', 'Master-Servant Relationship', 'Non-Human Protagonists', 'Based on a Manga'];[];19316;1535;4.453
The Disastrous Life of Saiki K.;['Comedy', 'Shounen', 'Slice of Life', 'Breaking the Fourth Wall', 'Gag', 'Psychic Powers', 'School Life', 'Short Episodes', 'Supernatural', 'Superpowers', 'Based on a Manga'];[];15419;2694;4.453
Gintama: Aizome Kaori-hen;['Action', 'Comedy', 'Drama', 'Romance', 'Sci Fi', 'Shounen', 'Aliens', 'Crude', 'Feudal Japan', 'Gag', 'Parody', 'Samurai', 'Slapstick', 'Swordplay', 'Based on a Manga'];[];2387;136;4.451
Maquia - When the Promised Flower Blooms;['Adventure', 'Drama', 'Fantasy', 'Childcare', 'Original Work'];['Violence'];3747;189;4.448
Magi: The Kingdom of Magic;['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Magic', 'Magic School', 'Middle Eastern', 'Political', 'School Life', 'Based on a Manga'];[];29514;2271;4.446
Zoku Owarimonogatari;['Comedy', 'Ecchi', 'Mystery', 'Supernatural', 'Based on a Light Novel'];[];1498;122;4.446
Nausicaa of the Valley of the Wind;;;;;
Fate/stay night: Unlimited Blade Works 2;['Action', 'Fantasy', 'Contemporary Fantasy', 'Magic', 'Proxy Battles', 'Superpowers', 'Urban Fantasy', 'Based on an Eroge', 'Based on a Visual Novel'];['Violence'];21539;1280;4.444
Kids on the Slope;['Drama', 'Josei', 'Romance', 'Coming of Age', 'Historical', 'Lifestyle Change', 'Love Triangle', 'Music', 'noitaminA', 'Based on a Manga'];[];12138;962;4.444
Quan Zhi Gao Shou Movie: For the Glory;['Action', 'Drama', 'Chinese Animation', 'MMORPG', 'RPG', 'Tournaments', 'Based on a Novel'];[];957;82;4.439
Monster;['Mystery', 'Seinen', 'Conspiracy', 'Doctors', 'Europe', 'Germany', 'Medical', 'Noir', 'Psychopaths', 'Revenge', 'Serial Killers', 'Thriller', 'Based on a Manga'];['Mature Themes', 'Domestic Abuse'];15902;3882;4.441
Kuroko's Basketball;['Shounen', 'Sports', 'Basketball', 'School Club', 'Tournaments', 'Based on a Manga'];[];35630;3928;4.441
Ouran High School Host Club;;;;;
Kaguya-sama: Love Is War;['Comedy', 'Drama', 'Romance', 'Seinen', 'Episodic', 'Love Confession', 'Mind Games', 'School Life', 'Student Council', 'Based on a Manga'];[];14379;3437;4.44
My Neighbor Totoro;['Fantasy', 'Slice of Life', 'Contemporary Fantasy', 'Countryside', 'Family Friendly', 'Family Life', 'Japanese Mythology', 'Non-Human Protagonists', 'Siblings', 'Original Work'];[];59611;316;4.438
Grave of the Fireflies;['Drama', 'Autobiographies', 'Historical', 'Lifestyle Change', 'Melancholy', 'Orphans', 'Poverty', 'Siblings', 'War', 'World War 2'];[];34313;254;4.438
Toradora!;;;;;
Baccano!;;;;;
Fullmetal Alchemist;['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Shounen', 'Conspiracy', 'Military', 'Siblings', 'Based on a Manga'];['Animal Abuse', 'Mature Themes', 'Violence', 'Domestic Abuse'];111770;6633;4.437
Doukyuusei;['BL', 'Drama', 'Romance', 'Shounen-ai', 'All-Boys School', 'LGBT Themes', 'Opposites Attract', 'School Life', 'Based on a Manga'];[];7220;178;4.435
The Girl Who Leapt Through Time;['Romance', 'Sci Fi', 'Slice of Life', 'School Life', 'Time Travel', 'Based on a Novel'];[];48372;403;4.435
Sword of the Stranger;['Action', 'Drama', 'Orphans', 'Samurai', 'Swordplay', 'Original Work'];['Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Suicide'];18376;278;4.435
Fate/Zero;['Action', 'Fantasy', 'Contemporary Fantasy', 'Magic', 'Proxy Battles', 'Rivalries', 'Superpowers', 'Urban Fantasy', 'Based on a Light Novel'];['Violence'];43309;3145;4.435
Major Season 3;;;;;
Tengen Toppa Gurren Lagann: Lagann-hen;['Action', 'Mecha', 'Sci Fi', 'Combining Mecha', 'Super Robot', 'Original Work'];[];9207;103;4.433
Gintama: Yorinuki Gintama-san on Theater 2D;['Action', 'Comedy', 'Drama', 'Sci Fi', 'Shounen', 'Aliens', 'Crude', 'Feudal Japan', 'Parody', 'Samurai', 'Swordplay', 'Based on a Manga'];[];1479;32;4.433
Samurai Champloo;;;;;
A Place Further Than the Universe;['Adventure', 'Drama', 'Slice of Life', 'Original Work'];[];5203;964;4.431
Snow White with the Red Hair 2nd Season;['Drama', 'Fantasy', 'Romance', 'Shoujo', 'Adult Couples', 'Mature Romance', 'Medical', 'Medieval', 'Royalty', 'Social Gap', 'Based on a Manga'];[];16872;1407;4.432
Violet Evergarden Special;['Drama', 'Melancholy', 'War', 'Based on a Light Novel'];[];5842;84;4.432
Major Season 2;;;;;
Sora no Aosa wo Shiru Hito yo;['Drama', 'Music', 'Original Work'];[];130;44;4.349
Fate/stay night: Unlimited Blade Works;['Action', 'Fantasy', 'Contemporary Fantasy', 'Magic', 'Proxy Battles', 'Superpowers', 'Urban Fantasy', 'Based on an Eroge', 'Based on a Visual Novel'];['Violence'];27575;1967;4.431
Silver Spoon 2nd Season;['Comedy', 'Shounen', 'Slice of Life', 'Agriculture', 'Coming of Age', 'Lifestyle Change', 'noitaminA', 'School Life', 'Based on a Manga'];[];7823;512;4.429
Psycho-Pass;['Action', 'Sci Fi', 'Cyberpunk', 'Dystopia', 'Guns', 'Noir', 'noitaminA', 'Police', 'Psychopaths', 'Serial Killers', 'Thriller', 'Original Work'];['Explicit Violence'];44152;5912;4.428
Major Season 6;;;;;
Bungou Stray Dogs 3rd Season;['Action', 'Mystery', 'Seinen', 'Supernatural', 'Superpowers', 'Based on a Manga'];['Mature Themes', 'Violence'];6282;1553;4.426
Black Butler: Book of Murder;['Mystery', 'Shounen', '19th Century', 'Butlers', 'Demons', 'England', 'Europe', 'Master-Servant Relationship', 'Non-Human Protagonists', 'Supernatural', 'Based on a Manga'];[];12948;460;4.425
Ping Pong The Animation;['Drama', 'Seinen', 'Sports', 'Coming of Age', 'noitaminA', 'Ping Pong', 'Tournaments', 'Based on a Manga'];[];4521;336;4.423
The Seven Deadly Sins;['Action', 'Adventure', 'Fantasy', 'Shounen', 'Demons', 'Magic', 'Medieval', 'Non-Human Protagonists', 'Overpowered Main Characters', 'Royalty', 'Superpowers', 'Based on a Manga'];['Animal Abuse', 'Mature Themes', 'Violence'];58954;4858;4.423
Kingdom 2;['Action', 'Drama', 'Seinen', 'Ancient China', 'Historical', 'Political', 'Rebellions', 'Royalty', 'Swordplay', 'War', 'Based on a Manga'];[];3400;373;4.423
One Piece Movie 14: Stampede;['Action', 'Adventure', 'Shounen', 'Pirates', 'Superpowers', 'Based on a Manga'];[];1626;254;4.425
Nodame Cantabile;;;;;
Black Butler: Book of Circus;['Shounen', '19th Century', 'Animeism', 'Butlers', 'Circus', 'Demons', 'England', 'Europe', 'Master-Servant Relationship', 'Nobility', 'Non-Human Protagonists', 'Supernatural', 'Based on a Manga'];[];19640;1459;4.421
Summer Wars;['Action', 'Comedy', 'Sci Fi', 'Hacking', 'Social Media', 'Virtual Reality', 'Original Work'];[];31558;282;4.421
Owarimonogatari;['Mystery', 'Psychological', 'Supernatural', 'Based on a Light Novel'];[];7112;777;4.421
Cowboy Bebop: The Movie;['Action', 'Sci Fi', 'Bounty Hunters', 'Noir', 'Western', 'Original Work'];['Violence'];36367;211;4.419
Dragon Ball Super Movie: Broly;['Action', 'Shounen', 'Aliens', 'Hand to Hand Combat', 'Martial Arts', 'Non-Human Protagonists', 'Superpowers', 'Based on a Manga'];[];6830;178;4.419
Rainbow: Nisha Rokubou no Shichinin;['Drama', 'Seinen', 'Delinquents', 'Melancholy', 'Prison', 'Based on a Manga'];['Mature Themes', 'Physical Abuse', 'Sexual Abuse', 'Sexual Content', 'Violence', 'Domestic Abuse'];7268;1371;4.419
Major Season 4;['Drama', 'Shounen', 'Sports', 'Baseball', 'Based on a Manga'];[];5170;202;4.418
Star Blazers: Space Battleship Yamato 2199;['Adventure', 'Sci Fi', 'Aliens', 'Leijiverse', 'Military', 'Outer Space', 'Political', 'Space Opera', 'War'];[];2820;539;4.418
When They Cry: Kai;;;;;
Nodame Cantabile: Finale;['Comedy', 'Josei', 'Romance', 'Adult Couples', 'Classical Music', 'Europe', 'Mature Romance', 'Music', 'noitaminA', 'Based on a Manga'];[];9530;394;4.416
Ace of the Diamond: Second Season;['Shounen', 'Sports', 'Baseball', 'Tournaments', 'Based on a Manga'];[];3938;943;4.416
Run with the Wind;['Drama', 'Sports', 'Apartment Life', 'Boarding House', 'College', 'Lifestyle Change', 'Racing', 'Running', 'Weak to Strong', 'Based on a Novel'];[];3290;1301;4.417
Re:ZERO -Starting Life in Another World-;['Action', 'Adventure', 'Drama', 'Fantasy', 'Seinen', 'Cheats', 'Dark Fantasy', 'Isekai', 'Magic', 'NEET', 'Person in a Strange World', 'Psychological', 'Summoned Into Another World', 'Thriller', 'Time Travel', 'Based on a Light Novel'];['Explicit Violence'];41590;6127;4.415
Bungou Stray Dogs 2nd Season;['Action', 'Mystery', 'Seinen', 'Supernatural', 'Superpowers', 'Based on a Manga'];['Violence'];15436;1742;4.414
Kishibe Rohan wa Ugokanai: The Run;['Mystery', 'Shounen', 'Supernatural', 'Based on a Manga'];[];233;15;4.414
Kizumonogatari Movie 1: Tekketsu;['Drama', 'Ecchi', 'Psychological', 'Supernatural', 'Vampires', 'Based on a Light Novel'];['Explicit Violence'];7913;240;4.415
Gintama: Shinyaku Benizakura-hen Special;['Comedy', 'Sci Fi', 'Shounen', 'Aliens', 'Feudal Japan', 'Parody', 'Samurai', 'Based on a Manga'];[];3569;61;4.414
The Ancient Magus' Bride: Those Awaiting a Star;;;;;
Kuroko's Basketball: Last Game;['Shounen', 'Sports', 'Basketball', 'Based on a Manga'];[];6291;139;4.414
Mobile Suit Gundam: The Origin;['Action', 'Drama', 'Mecha', 'Sci Fi', 'Military', 'Outer Space', 'Original Work'];[];917;641;4.413
Hunter x Hunter OVA 3: Greed Island Final;['Action', 'Adventure', 'Shounen', 'Island', 'Martial Arts', 'Superpowers', 'Based on a Manga'];['Violence'];14962;156;4.412
Legend of the Galactic Heroes: Die Neue These Second 2;['Drama', 'Sci Fi', 'Political', 'Space Opera', 'War'];[];506;31;4.415
Kamisama Kiss: Kamisama, Shiawase ni Naru;['Comedy', 'Fantasy', 'Romance', 'Shoujo', 'Japanese Mythology', 'Master-Servant Relationship', 'Based on a Manga'];[];3340;90;4.412
Time of Eve Movie;['Drama', 'Sci Fi', 'Androids', 'Cafe', 'Robots', 'Original Work'];[];8121;138;4.411
Major Season 1;['Drama', 'Shounen', 'Sports', 'Baseball', 'Coming of Age', 'Based on a Manga'];[];6468;278;4.411
KonoSuba – God's blessing on this wonderful world! 2;['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Demons', 'Gag', 'Gods', 'Guilds', 'Isekai', 'NEET', 'Non-Human Protagonists', 'Parody', 'Person in a Strange World', 'RPG', 'Based on a Light Novel'];[];27250;2162;4.411
K-On! Movie;['Comedy', 'Seinen', 'Slice of Life', 'England', 'Europe', 'Iyashikei', 'Music', 'Based on a Manga'];[];12013;166;4.41
One Piece Film: Z;['Action', 'Adventure', 'Fantasy', 'Shounen', 'Pirates', 'Superpowers', 'Based on a Manga'];[];12646;108;4.41
Kuroko's Basketball: The Greatest Present;['Shounen', 'Sports', 'Basketball', 'Based on a Manga'];[];4327;59;4.409
Castlevania Season 2;['Action', 'Adventure', 'Drama', 'Horror', '15th Century', 'Demons', 'Elemental Powers', 'Europe', 'Historical', 'Magic', 'Medieval', 'Supernatural', 'Vampires', 'Based on a Video Game'];['Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Self-Harm'];8010;384;4.409
Yona of the Dawn;['Adventure', 'Fantasy', 'Romance', 'Shoujo', 'Orphans', 'Political', 'Prophecy', 'Rebellions', 'Reincarnation', 'Royalty', 'Weak to Strong', 'Based on a Manga'];[];29061;3384;4.408
Major: World Series;['Drama', 'Shounen', 'Sports', 'Baseball', 'Based on a Manga'];[];2177;47;4.408
One Outs;;;;;
Beastars;['Drama', 'Fantasy', 'Romance', 'Shounen', 'Animal Protagonists', 'Anthropomorphic', 'Non-Human Protagonists', 'Psychological', 'School Life', 'Based on a Manga', 'CG Animation'];['Bullying', 'Emotional Abuse', 'Mature Themes', 'Sexual Content', 'Violence'];8244;1515;4.407
Cross Game;;;;;
The Ancient Magus' Bride;['Drama', 'Fantasy', 'Romance', 'Apprenticeship', 'Contemporary Fantasy', 'England', 'Europe', 'Interspecies Relationship', 'Lifestyle Change', 'Magic', 'Non-Human Protagonists', 'Orphans', 'Based on a Manga'];['Animal Abuse', 'Mature Themes', 'Physical Abuse', 'Violence'];18196;8314;4.406
Yuri!!! on Ice;['Drama', 'Sports', 'Adult Couples', 'Ice Skating', 'Rivalries', 'Tournaments', 'Original Work'];[];29815;3643;4.405
Puella Magi Madoka Magica;['Fantasy', 'Magical Girl', 'Contemporary Fantasy', 'Dark Fantasy', 'Henshin Heroes', 'Magic', 'Melancholy', 'Psychological', 'School Life', 'Thriller', 'Transfer Students', 'Urban Fantasy', 'Original Work'];['Mature Themes', 'Suicide'];43313;2754;4.404
My Hero Academia The Movie: Two Heroes;['Action', 'Sci Fi', 'Shounen', 'Island', 'Superheroes', 'Superpowers', 'Based on a Manga'];[];13922;586;4.405
ReLIFE: Kanketsu-hen;['Comedy', 'Drama', 'Romance', 'Seinen', 'Slice of Life', 'Age Transformation', 'Psychological', 'School Life', 'Based on a Manga'];[];9228;611;4.405
Haikyuu!! Movie 4: Battle of Concepts;['Shounen', 'Sports', 'Recap', 'School Club', 'Tournaments', 'Volleyball', 'Based on a Manga'];[];1914;111;4.405
Detective Conan: Episode One - The Great Detective Turned Small;['Action', 'Drama', 'Mystery', 'Age Transformation', 'Amusement Park', 'Detectives', 'Recap', 'Based on a Manga'];['Violence'];1346;76;4.407
The Disastrous Life of Saiki K. - Reawakened;['Comedy', 'Shounen', 'Breaking the Fourth Wall', 'Gag', 'Psychic Powers', 'Supernatural', 'Superpowers', 'Based on a Manga'];[];3136;258;4.4
Douluo Dalu;['Action', 'Fantasy', 'Chinese Animation', 'Cultivation', 'Xianxia', 'CG Animation'];[];1128;446;4.397
Katanagatari;['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Feudal Japan', 'Martial Arts', 'noitaminA', 'Overpowered Main Characters', 'Swordplay', 'Based on a Light Novel'];[];14691;2657;4.402
One Piece;['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Pirates', 'Superpowers', 'Based on a Manga'];[];;74537;4.402
Golden Kamuy 2nd Season;['Action', 'Adventure', 'Drama', 'Historical', 'Military', 'Based on a Manga'];['Violence'];2661;423;4.401
Castlevania Season 3;['Action', 'Adventure', 'Drama', 'Horror', '15th Century', 'Europe', 'Historical', 'Magic', 'Medieval', 'Religion', 'Supernatural', 'Vampires', 'Based on a Video Game'];['Explicit Sex', 'Explicit Violence', 'Mature Themes', 'Physical Abuse'];2975;312;4.402
xxxHOLiC Kei;;;;;
Maid-sama!;['Comedy', 'Romance', 'Shoujo', 'Maids', 'Newly Co-ed School', 'Romantic Comedy', 'School Life', 'Tsundere', 'Based on a Manga'];[];61063;4544;4.399
Time of Eve;['Drama', 'Sci Fi', 'Androids', 'Cafe', 'Robots', 'Original Work'];[];12231;989;4.398
Skip Beat!;;;;;
Tsubasa Reservoir Chronicle: Tokyo Revelations;['Adventure', 'Fantasy', 'Shounen', 'Based on a Manga'];[];11321;306;4.397
Detective Conan Movie 20: The Darkest Nightmare;['Action', 'Drama', 'Mystery', 'Shounen', 'Age Transformation', 'Amnesia', 'Conspiracy', 'Detectives', 'Police', 'Thriller', 'Based on a Manga'];[];1681;77;4.396
Space Brothers;['Drama', 'Sci Fi', 'Seinen', 'Astronauts', 'Childhood Promise', 'Outer Space', 'Based on a Manga'];[];2667;1668;4.395
Ace of the Diamond: Act II;['Shounen', 'Sports', 'Baseball', 'Tournaments', 'Based on a Manga'];[];785;988;4.395
Puella Magi Madoka Magica the Movie Part 2: Eternal;['Fantasy', 'Magical Girl', 'Contemporary Fantasy', 'Dark Fantasy', 'Henshin Heroes', 'Magic', 'Melancholy', 'Psychological', 'Recap', 'Thriller', 'Urban Fantasy'];[];8449;111;4.395
Fate/stay night: Heaven's Feel I. presage flower;['Action', 'Fantasy', 'Romance', 'Magic', 'Proxy Battles', 'Superpowers', 'Based on an Eroge', 'Based on a Visual Novel'];['Explicit Violence'];3834;149;4.396
Natsume's Book of Friends;;;;;
Keep Your Hands Off Eizouken!;['Comedy', 'Seinen', 'Anime Industry', 'Otaku Culture', 'School Club', 'Based on a Manga'];[];1890;1427;4.394
Hunter x Hunter OVA;['Action', 'Adventure', 'Shounen', 'Martial Arts', 'Superpowers', 'Based on a Manga'];['Violence'];15656;185;4.394
Ghost in the Shell: Stand Alone Complex;['Sci Fi', 'Cyberpunk', 'Cyborgs', 'Hacking', 'Noir', 'Based on a Manga'];[];31058;2065;4.393
JoJo's Bizarre Adventure: Stardust Crusaders;['Action', 'Adventure', 'Shounen', 'Monster-of-the-week', 'Proxy Battles', 'Supernatural', 'Based on a Manga'];['Animal Abuse', 'Explicit Violence', 'Mature Themes'];17644;2270;4.392
History's Strongest Disciple Kenichi;;;;;
xxxHOLiC Rou;;;;;
Shelter;['Drama', 'Sci Fi', 'Loneliness', 'Virtual Reality', 'Original Work'];[];11702;164;4.392
Berserk: Golden Age Arc III - The Advent;['Action', 'Fantasy', 'Seinen', 'Dark Fantasy', 'Demons', 'Medieval', 'Mercenaries', 'Overpowered Main Characters', 'Swordplay', 'Based on a Manga'];['Explicit Sex', 'Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse'];10565;108;4.391
In This Corner of the World;['Drama', 'Seinen', 'Slice of Life', 'Adult Couples', 'Family Life', 'Historical', 'Married Life', 'Poverty', 'War', 'World War 2', 'Based on a Manga'];[];3381;110;4.391
Tower of God;;;;;
Angel Beats!;['Action', 'Comedy', 'Drama', 'Afterlife', 'Amnesia', 'School Life', 'Supernatural', 'Original Work'];[];85912;4503;4.39
Karakai Jouzu no Takagi-san 2;['Comedy', 'Romance', 'Shounen', 'Slice of Life', 'School Life', 'Based on a Manga'];[];2410;536;4.39
Fairy Tail 2;['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Guilds', 'Magic', 'Based on a Manga'];[];27136;14022;4.388
Overlord;['Action', 'Adventure', 'Fantasy', 'Sci Fi', 'Dark Fantasy', 'Magic', 'Overpowered Main Characters', 'Person in a Strange World', 'RPG', 'Skeletons', 'Trapped in a Video Game', 'Virtual Reality', 'Based on a Light Novel'];['Violence'];40746;3307;4.389
Tokyo Godfathers;['Adventure', 'Comedy', 'Drama', 'Christmas', 'Poverty', 'Original Work'];['Mature Themes', 'Suicide'];12920;114;4.388
Baccano! Specials;['Action', 'America', 'Criminals', 'Gangs', 'Mafia', 'Based on a Light Novel'];['Violence'];11362;133;4.388
Gintama: Jump Festa 2008;['Action', 'Comedy', 'Sci Fi', 'Shounen', 'Aliens', 'Breaking the Fourth Wall', 'Crude', 'Feudal Japan', 'Gag', 'Parody', 'Samurai', 'Shorts', 'Slapstick', 'Swordplay', 'Based on a Manga'];['Violence'];5344;84;4.388
Death Parade;['Drama', 'Afterlife', 'Bar', 'High Stakes Games', 'Play or Die', 'Psychological', 'PVP', 'Supernatural', 'Thriller', 'Original Work'];['Mature Themes', 'Physical Abuse'];39313;3738;4.387
Hajime no Ippo: Mashiba vs Kimura;['Action', 'Drama', 'Shounen', 'Sports', 'Boxing', 'Hand to Hand Combat', 'Based on a Manga'];[];8977;48;4.387
Hunter x Hunter OVA 2: Greed Island;['Action', 'Adventure', 'Shounen', 'Island', 'Martial Arts', 'Superpowers', 'Based on a Manga'];[];15959;175;4.386
Oshie to Tabi Suru Otoko;['Mystery', 'Supernatural'];[];29;9;4.385
Detective Conan Movie 14: The Lost Ship in the Sky;['Action', 'Drama', 'Mystery', 'Shounen', 'Age Transformation', 'Detectives', 'Police', 'Terrorism', 'Thieves', 'Based on a Manga'];[];4599;39;4.387
Haikyuu!! Movie 3: Talent and Sense;['Shounen', 'Sports', 'Recap', 'School Club', 'School Life', 'Tournaments', 'Volleyball', 'Based on a Manga'];[];2185;66;4.384
Omae Umasou da na Movie;['Dinosaurs', 'Family Friendly', 'Prehistoric', 'Based on a Novel'];[];905;16;4.385
Fairy Tail: Final Season;['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Guilds', 'Magic', 'Based on a Manga'];[];7261;9803;4.383
Durarara!!;['Action', 'Comedy', 'Gangs', 'Noir', 'Social Media', 'Supernatural', 'Based on a Light Novel'];['Mature Themes', 'Suicide', 'Violence'];52185;7676;4.382
Trigun;['Action', 'Adventure', 'Comedy', 'Drama', 'Shounen', 'Desert', 'Episodic', 'Guns', 'Overpowered Main Characters', 'Western', 'Based on a Manga'];['Violence'];53062;2813;4.382
